"Dangal' actress Suhani Bhatnagar's tragic death was caused by a rare condition called Dermatomyositis, according to her parents. Dermatomyositis causes muscle inflammation. Bhatnagar began experiencing swelling in her hand which then spread to the other parts.The treatment for the illness was only steroids that led to a weakened immunity system & infection.","['Suhani Bhatnagar', 'Dermatomyositis']","['Person', 'Health Condition']","['Actress', 'Illness']","[['died due to dermatomyositis'], ['causes muscle inflammation']]",['Suhani Bhatnagar'],['Dermatomyositis'],['Suffered from'],,,,,,,,,,,,,,
"Director Rajkumar Santoshi has been sentenced to two years in jail and fined for a cheque bounce case. The penalty is said to be double the amount of the bounced cheque. The verdict came after a local businessman filed a complaint against Santoshi for not returning the borrowed sum of ‚Çπ1 crore. Santoshi had given 10 advance cheques, all of which bounced.","['Rajkumar Santoshi', 'Local Businessman']","['Person', 'Organization']","['Director', 'Businessman']","[['sentenced to 2 years in jail', 'fined for cheque bounce case', 'borrowed ₹1 crore'], ['filed complaint against Santoshi']]","['Rajkumar Santoshi', 'Rajkumar Santoshi']","['Local Businessman', 'Local Businessman']","['Borrowed money from', ""Didn't return borrowed money""]",,,,,,,,,,,,,,
"Actresses Rashmika Mandanna & Shraddha Das had a frightening experience when their Mumbai to Hyderabad flight had to make an emergency landing due to technical issues. Mandanna shared a selfie with Das, ""Just FYI, this is how we escaped death today."" In the photo, both can be seen trying to sit upright & maintain their balance with the support of their feet.","['Rashmika Mandanna', 'Shraddha Das', 'Hyderabad']","['Person', 'Person', 'Location']","['Actress', 'Actress', 'City']","[['had a frightening experience', 'made an emergency landing'], ['had a frightening experience', 'made an emergency landing'], []]","['Rashmika Mandanna', 'Rashmika Mandanna', 'Shraddha Das']","['Shraddha Das', 'Hyderabad', 'Hyderabad']","['Travel companion', 'Destination', 'Destination']",,,,,,,,,,,,,,
The Jamnagar Court has allowed filmmaker Rajkumar Santoshi a 30-day stay on an order to appeal the order. This allows the director to challenge the verdict in a higher court. He was sentenced to 2 years imprisonment by the court in a cheque bounce case. Santoshi's lawyer Binesh Patel said his client will be moving against the magisterial court's judgement.,"['Rajkumar Santoshi', 'Jamnagar Court', 'Binesh Patel']","['Person', 'Location', 'Person']","['Filmmaker', 'Court', 'Lawyer']","[['sentenced to 2 years imprisonment by the court in a cheque bounce case'], [], ['representing rajkumar santoshi']]","['Rajkumar Santoshi', 'Rajkumar Santoshi']","['Jamnagar Court', 'Binesh Patel']","['Sentenced by', 'Represented by']",,,,,,,,,,,,,,
"Shah Rukh Khan has had a successful year with three blockbusters in 2023. At the World‚Äôs Government Summit, he discussed why he hasn't done a crossover film yet. A video of American wrestler John Cena singing a song from a Bollywood film has sparked rumors of a collaboration with SRK. Fans are hoping to see the two stars come together for a film soon.","['Shah Rukh Khan', ""World's Government Summit"", 'John Cena', 'Bollywood Film']","['Person', 'Event', 'Person', 'Entertainment']","['Actor', 'Conference', 'Wrestler', 'Film']","[['Three Blockbusters in 2023'], [], [], []]","['Shah Rukh Khan', 'Shah Rukh Khan', 'John Cena']","[""World's Government Summit"", 'John Cena', 'Bollywood Film']","['Attended', 'Rumored Collaboration', 'Sung Song']",,,,,,,,,,,,,,
"Actor Varun Dhawan announced on Instagram that he and his wife Natasha Dalal are expecting their first baby. The announcement photo shows Varun kissing Natasha's baby bump while their pet dog sits beside them. ""We are pregnant. Need all your blessings and love,"" the caption read. Celebrities like Sonam Kapoor and Karan Johar congratulated the couple.",Error parsing JSON:,Expecting property name enclosed in double quotes: line 1 column 326 (char 325),and Headline Number is:,15,,,,,,,,,,,,,,,,,
"Shark Tank India' judge and founder of shaadi.com Anupam Mittal shared his entrepreneurial journey, revealing struggles of how he starved for three days due to financial difficulties. ""About 20 of us were living in the same house. Some were sleeping on the dining table, others under it"", he said. Despite the hardships, he became a millionaire in his 20s.",['Anupam Mittal'],['Person'],['Entrepreneur'],"[['Founder of shaadi.com', ""Shark Tank India' judge"", 'struggled financially', 'became a millionaire in his 20s']]","['Anupam Mittal', 'Anupam Mittal']","['shaadi.com', 'Shark Tank India']","['Founder', 'Judge']",,,,,,,,,,,,,,
"Deepika Padukone stunned in a shimmery gold saree as she prepared to present an award at the BAFTA ceremony. The outfit was created by designer Sabyasachi. Fans praised her for choosing to wear a saree, with one saying, ‚ÄúDeepika proves dil hai Hindustani.‚Äù She will be walking the red carpet alongside other presenters like Cate Blanchett and Chiwetel Ejiofor.","['Deepika Padukone', 'BAFTA ceremony', 'Sabyasachi']","['Person', 'Event', 'Organization']","['Actress', 'Award Ceremony', 'Designer']","[['wearing a shimmery gold saree', 'presenting an award at the BAFTA ceremony', 'walking the red carpet alongside other presenters like Cate Blanchett and Chiwetel Ejiofor'], [], ['created the outfit']]","['Deepika Padukone', 'Deepika Padukone', 'Deepika Padukone', 'Fans']","['shimmery gold saree', 'BAFTA ceremony', 'Sabyasachi', 'Deepika Padukone']","['Wore', 'Presenting an award', 'Created by', 'Praised']",,,,,,,,,,,,,,
"Maisie Williams, known for her role as Arya Stark in ‚ÄòGame of Thrones‚Äô, opened up about the personal challenges of early fame, during an interview with The Sunday Times in London on Sunday. ""I was so lost for so long, and I knew that I was, and when I couldn't pin down what I felt my identity was within that, it brought me a lot of discomfort,"" she said.",['Maisie Williams'],['Person'],['Actress'],"[['known for role as Arya stark in Game of thrones', 'personal challenges of early fame']]",[],[],[],,,,,,,,,,,,,,
"Christopher Nolan's 'Oppenheimer' ruled the BAFTA Film Awards 2024 with 7 wins, while 'Poor Things' took home 5 BAFTAs. The ceremony was held at Royal Festival Hall. 'The Zone of Interest' won Outstanding British Film. Cillian Murphy and Robert Downey Jr. also took home acting awards. The ceremony honored a diverse range of films and talent in the industry.","['Christopher Nolan', ""'Oppenheimer'"", 'Royal Festival Hall', 'BAFTA Film Awards 2024', 'Poor Things', 'The Zone of Interest', 'Cillian Murphy', 'Robert Downey Jr.']","['Person', 'Entertainment', 'Location', 'Event', 'Entertainment', 'Entertainment', 'Person', 'Person']","['Director', 'Movie', 'Venue', 'Awards Ceremony', 'Movie', 'Movie', 'Actor', 'Actor']","[['7 wins at BAFTA Film Awards 2024'], ['7 wins at BAFTA Film Awards 2024'], [], [], ['5 BAFTAs'], ['Outstanding British Film'], ['Won acting award'], ['Won acting award']]","['Christopher Nolan', ""'Oppenheimer'"", 'Poor Things', 'The Zone of Interest', 'Cillian Murphy', 'Robert Downey Jr.', 'BAFTA Film Awards 2024']","[""'Oppenheimer'"", 'BAFTA Film Awards 2024', 'BAFTA Film Awards 2024', 'BAFTA Film Awards 2024', 'BAFTA Film Awards 2024', 'BAFTA Film Awards 2024', 'Royal Festival Hall']","['Director', 'Winner', 'Winner', 'Winner', 'Winner', 'Winner', 'Hosted']",,,,,,,,,,,,,,
"Deepika Padukone presented the award for Best Film Not In The English Language at the BAFTAs, won by 'The Zone Of Interest'. ""From the Alps to the Andes, Southern Poland to Seoul, the nominees are...and the BAFTA goes to The Zone Of Interest"", said Padukone. Christopher Nolan's Oppenheimer and Poor Things were the big winners of the night.","['Deepika Padukone', 'The Zone Of Interest', 'Christopher Nolan', 'Oppenheimer', 'Poor Things']","['Person', 'Entertainment', 'Person', 'Entertainment', 'Entertainment']","['Actress', 'Movie', 'Director', 'Movie', 'Movie']","[['Presenter of Best Film Not In The English Language'], ['Winner of Best Film Not In The English Language'], [], [], []]","['Deepika Padukone', 'The Zone Of Interest', 'Christopher Nolan', 'Christopher Nolan']","['The Zone Of Interest', 'BAFTAs', 'Oppenheimer', 'Poor Things']","['Presenter', 'Won', 'Director', 'Director']",,,,,,,,,,,,,,
"Anushka Sen opened up about her positive working experience with former Indian Cricket Team captain, MS Dhoni. She described him as respectful and kind to everyone on set, creating a close bond with her over the years. Sen recalls their first meeting and how they continued to share a strong relationship. She considers him an idol and a relationship guru.","['Anushka Sen', 'MS Dhoni']","['Person', 'Person']","['Actress', 'Cricketer']","[['positive working experience with MS Dhoni', 'considers him an idol and a relationship guru'], ['respectful and kind to everyone on set', 'close bond with Anushka Sen']]","['Anushka Sen', 'Anushka Sen']","['MS Dhoni', 'MS Dhoni']","['Worked together', 'Considered idol and relationship guru']",,,,,,,,,,,,,,
"Bollywood celebrities including Varun Dhawan, Bhumi Pednekar, and Esha Deol have arrived in Goa for the wedding of Rakul Preet Singh and Jackky Bhagnani. The couple will have gluten-free, sugar-free treats at their wedding feast, reflecting their commitment to health and fitness. The wedding festivities are set to begin on Monday at the ITC Grand hotel.","['Varun Dhawan', 'Bhumi Pednekar', 'Esha Deol', 'Rakul Preet Singh', 'Jackky Bhagnani', 'Goa', 'ITC Grand Hotel']","['Person', 'Person', 'Person', 'Person', 'Person', 'Location', 'Location']","['Actor', 'Actress', 'Actress', 'Actress', 'Actor', 'State', 'Hotel']","[[], [], [], [], [], [], []]","['Varun Dhawan', 'Bhumi Pednekar', 'Esha Deol', 'Rakul Preet Singh', 'Rakul Preet Singh', 'Jackky Bhagnani', 'Goa']","['Goa', 'Goa', 'Goa', 'Jackky Bhagnani', 'Goa', 'Goa', 'ITC Grand Hotel']","['Arrived', 'Arrived', 'Arrived', 'Partner', 'Getting married in', 'Getting married in', 'Location of wedding']",,,,,,,,,,,,,,
"Ankita Lokhande and Vicky Jain's relationship faced scrutiny during their time on 'Bigg Boss 17,' with constant fights leading to rumors of trouble. On the set of 'Dance Deewane,' a video of Lokhande looking 'unhappy' raised concerns among fans. Lokhande is seen wearing a serious expression. Jain asks her to smile for the cameras and she reluctantly agrees.","['Ankita Lokhande', 'Vicky Jain', 'Dance Deewane']","['Person', 'Person', 'Entertainment']","['Actress', 'Partner', 'TV Show']","[['participant in Bigg Boss 17'], [], []]","['Ankita Lokhande', 'Ankita Lokhande']","['Vicky Jain', 'Dance Deewane']","['Partner', 'Participated in']",,,,,,,,,,,,,,
"Days after faking her own death, Poonam Pandey claimed that stakeholders have sent legal notices to her team. The All Indian Cine Workers Association demanded legal action and a defamation case has been filed against her for trivializing cancer and manipulating emotions. The FIR accuses Pandey of staging her death for personal publicity.","['Poonam Pandey', 'All Indian Cine Workers Association', 'Defamation Case', 'FIR']","['Person', 'Organization', 'Legal', 'Legal']","['Model', 'Association', 'Case', 'Complaint']","[['faked her own death'], ['demanded legal action'], ['filed against Poonam Pandey'], ['accused Poonam Pandey of staging her death for personal publicity']]","['Poonam Pandey', 'All Indian Cine Workers Association', 'Poonam Pandey', 'Poonam Pandey']","['All Indian Cine Workers Association', 'Defamation Case', 'Defamation Case', 'FIR']","['Demanding Legal Action', 'Filed', 'Subject Of', 'Accused In']",,,,,,,,,,,,,,
"The I&B ministry has made changes to the National Film Awards based on the recommendations of a committee. The names of Indira Gandhi and Nargis Dutt have been dropped from awards, while prize money has been revised. Awards have been restructured, with new categories introduced. The changes come after the committee deliberated during the pandemic.","['I&B Ministry', 'National Film Awards', 'Indira Gandhi', 'Nargis Dutt', 'Committee']","['Organization', 'Award', 'Person', 'Person', 'Group']","['Government Department', 'Film Award', 'Politician', 'Actress', 'Advisory Committee']","[[], [], [], [], ['deliberated during the pandemic']]","['I&B Ministry', 'I&B Ministry', 'I&B Ministry', 'Committee']","['National Film Awards', 'Indira Gandhi', 'Nargis Dutt', 'National Film Awards']","['Changes made to', 'Dropped from awards', 'Dropped from awards', 'Deliberated during']",,,,,,,,,,,,,,
"Nitish Bharadwaj's estranged wife, Smita Bharadwaj, refuted claims of abducting their daughters, calling them 'false and malicious'. The couple, in a marital dispute pending in court, had a recent meeting where the daughters expressed distress over their parents' disputes. It highlights the emotional impact on the children amidst the ongoing legal turmoil.","['Nitish Bharadwaj', 'Smita Bharadwaj', 'daughters', 'marital dispute']","['Person', 'Person', 'Person', 'Event']","['Husband', 'Wife', 'Children', 'Legal Issue']","[[], [], [], []]","['Nitish Bharadwaj', 'Nitish Bharadwaj', 'Smita Bharadwaj', 'marital dispute', 'marital dispute']","['Smita Bharadwaj', 'daughters', 'daughters', 'Nitish Bharadwaj', 'Smita Bharadwaj']","['Spouse', 'Father', 'Mother', 'Involved', 'Involved']",,,,,,,,,,,,,,
"Adult film star Kagney Linn Karter died by suicide on Tuesday at the age of 36, leaving her friends and fans shocked. Her friends shared the news on social media, revealing that she struggled with mental health issues. A GoFundMe has been started to support her family. Kagney Linn Karter has nearly 320 titles to her name in the adult film industry.",['Kagney Linn Karter'],['Person'],['Adult Film Star'],"[['struggled with mental health issues', 'died by suicide', 'age 36', 'nearly 320 titles in adult film industry']]","[[], [], [], 'Friends']","['Kagney Linn Karter', 'Kagney Linn Karter', 'Kagney Linn Karter', 'Kagney Linn Karter']","['Died By Suicide', 'Struggled With Mental Health Issues', 'Has Nearly 320 Titles In Adult Film Industry', 'Shared News On Social Media']",,,,,,,,,,,,,,
"Actor Vikrant Massey who recently welcomed his first child talked about his family and how he comes from a diverse family background with a Sikh mother, a Christian father, and a brother who converted to Islam. His father supported his brother's decision to convert. Vikrant aims to teach his son rationalism while respecting certain Indian cultural practices.","['Vikrant Massey', 'Sikh', 'Christian', 'Islam', 'father', 'brother']","['Person', 'Religion', 'Religion', 'Religion', 'Person', 'Person']","['Actor', 'Religion', 'Religion', 'Religion', 'Family Member', 'Family Member']","[['first child', 'diverse family background', 'aims to teach son rationalism'], [], [], [], [""supported brother's conversion""], ['converted to Islam']]","['Vikrant Massey', 'Vikrant Massey', 'Vikrant Massey', 'father']","['Sikh', 'Christian', 'Islam', 'brother']","['Mother', 'Father', 'Brother', 'Supported Conversion']",,,,,,,,,,,,,,
"Actor Rituraj Singh, known for his roles in shows like 'Anupamaa' and films like 'Badrinath Ki Dulhania', passed away on Tuesday due to a cardiac arrest. The 59-year-old was suffering from a pancreatic ailment and had been hospitalised recently. Tributes poured in for the actor on social media, with one user writing, ""Heartbreaking news to the nation.""",['Rituraj Singh'],['Person'],['Actor'],"[[""known for roles in 'Anupamaa' and 'Badrinath Ki Dulhania'"", 'passed away on Tuesday due to cardiac arrest', 'suffering from pancreatic ailment', 'recently hospitalized']]","['Rituraj Singh', 'Rituraj Singh', 'Rituraj Singh', 'Rituraj Singh', 'Rituraj Singh']","['Anupamaa', 'Badrinath Ki Dulhania', 'cardiac arrest', 'pancreatic ailment', 'hospitalization']","['Role in show', 'Role in movie', 'cause of death', 'illness', 'recent event']",,,,,,,,,,,,,,
"Kiara Advani has officially joined the cast of Farhan Akhtar‚Äôs 'Don 3', marking her first collaboration with Ranveer Singh. Her role is rumored to have negative shades. ""Seeking all your love and support as we set out on this exciting journey together"", said Advani. Additionally, she is reportedly set to star in another action film, 'War 2'.","['Kiara Advani', 'Farhan Akhtar', 'Ranveer Singh', 'Don 3', 'War 2']","['Person', 'Person', 'Person', 'Entertainment', 'Entertainment']","['Actress', 'Director', 'Actor', 'Movie', 'Movie']","[['first collaboration with Ranveer Singh', 'rumored to have negative shades', 'set to star in War 2'], [], [], [], []]","['Kiara Advani', 'Kiara Advani', 'Kiara Advani', 'Kiara Advani']","['Farhan Akhtar', 'Ranveer Singh', 'Don 3', 'War 2']","['Collaborator', 'Co-actor', 'Cast member', 'Cast member']",,,,,,,,,,,,,,
"Finance Minister Thangam Thenarasu allocated ‚Çπ500 crore for a new film city in Poonamallee, Chennai, following CM MK Stalin's announcement. The state-of-the-art facility aims to rival Hyderabad's Ramoji Film City and elevate Tamil cinema standards, attracting pan-Indian productions. The move addresses filmmakers' challenges and boosts the state's economy.","['Thangam Thenarasu', 'Poonamallee', 'Chennai', 'CM MK Stalin', 'Ramoji Film City', 'New film city', 'Tamil cinema']","['Person', 'Location', 'Location', 'Person', 'Entertainment', 'Entertainment', 'Entertainment']","['Politician', 'City', 'City', 'Politician', 'Film City', 'Film City', 'Cinema Industry']","[['Finance Minister'], ['In Chennai'], [], ['Chief Minister'], ['Hyderabad'], ['In Poonamallee'], []]","['Thangam Thenarasu', 'CM MK Stalin', 'New film city', 'New film city']","['New film city', 'Thangam Thenarasu', 'Tamil cinema', 'Ramoji Film City']","['Allocated funds', 'Announced', 'Aims to elevate', 'Aims to rival']",,,,,,,,,,,,,,
"Bollywood actor Anushka Sharma and star India cricketer Virat Kohli have welcomed their second child together, a baby boy. The couple welcomed him on February 15. The actress and the cricketer maintained privacy throughout this period and were low-key about the second pregnancy. In an official statement on Instagram, they revealed the baby's name as 'Akaay.'","['Anushka Sharma', 'Virat Kohli', 'Akaay']","['Person', 'Person', 'Person']","['Actress', 'Cricketer', 'Baby']","[['welcomed second child', 'baby boy', 'born on Feb 15', 'named Akaay'], ['welcomed second child', 'baby boy', 'born on Feb 15', 'named Akaay'], ['son of Anushka Sharma and Virat Kohli']]","['Anushka Sharma', 'Anushka Sharma', 'Virat Kohli']","['Virat Kohli', 'Akaay', 'Akaay']","['Spouse', 'mother', 'father']",,,,,,,,,,,,,,
"Comedian, writer, songwriter and YouTube personality Bhuvan Bam is all set for his new project which is going to be his digital streaming debut. He will be seen donning a novel character in an untitled web show!","['Bhuvan Bam', 'Untitled Web Show']","['Person', 'Entertainment']","['YouTube Personality', 'Web Series']","[['Comedian', 'Writer', 'Songwriter'], []]",['Bhuvan Bam'],['Untitled Web Show'],['Starring'],,,,,,,,,,,,,,
"Actress Neetu Kapoor took to Instagram and fondly remembered late husband Rishi Kapoor on his 2nd death anniversary. She penned down an emotional note with a video, ‚ÄùToday is two years since rishi ji left us, losing a partner of 45 years was difficult n painful at that time the only way to heal my heart was to keep myself mentally occupied.‚Äù",['Neetu Kapoor'],['Person'],['Actress'],"[['wife of Rishi Kapoor', 'remembering him on 2nd death anniversary']]",['Neetu Kapoor'],['Rishi Kapoor'],['Wife'],,,,,,,,,,,,,,
"Singer Tarsame Singh Saini, popularly known as Taz from Stereo Nation, died at the age of 54. The singer was suffering from hernia for the last two years and breathed his last in London. Recently, he went in a coma and his health started deteriorating since last month. The singer rose to fame with his album album ‚ÄòHit The Deck‚Äô in 1989.",['Tarsame Singh Saini'],['Person'],['Singer'],"[['popularly known as Taz', 'died at the age of 54', 'breathing his last in London', 'recently went in a coma', 'health started deteriorating since last month', 'rose to fame with his album album ‚ÄòHit The Deck‚Äô in 1989']]",[],[],[],,,,,,,,,,,,,,
"The Enforcement Directorate (ED) on Saturday attached assets worth Rs 7.27 crore of Bollywood actor Jacqueline Fernandez, in the Rs 200 crore money laundering case involving jailed conman Sukesh Chandrashekhar. The attached property is a fixed deposit, according to sources. Jacqueline may be called for questioning later.","['Jacqueline Fernandez', 'Enforcement Directorate', 'Sukesh Chandrasekhar']","['Person', 'Organization', 'Person']","['Actress', 'Government Agency', 'Conman']","[['Rs 7.27 crore assets attached by ED'], [], []]","['Jacqueline Fernandez', 'Enforcement Directorate']","['Enforcement Directorate', 'Jacqueline Fernandez']","['Assets attached by', 'Involved in money laundering case']",,,,,,,,,,,,,,
"Sony TV's popular business reality show Shark Tank India is all set to come back with its second season, official social media handles of the channel announced on Saturday. The registrations for Shark Tank India Season 2 have started. The first season was a huge success and it will interesting to see what the second season has to offer.",['Shark Tank India'],['Entertainment'],['Reality Show'],"[['second season', 'first season success']]","[[], []]","['Shark Tank India', 'Shark Tank India']","['Announced', 'Registrations Started']",,,,,,,,,,,,,,
"Late actor Irrfan Khan's unreleased film, 'Apno Se Bewafai' was scheduled to hit the screens on his 2nd death anniversary i.e. April 29, 2022. Piyush Shah, who is associated with the project, told ETimes that they didn't do it to avoid a box office clash, saying, ""There were three releases this week.""",Error parsing JSON:,Expecting property name enclosed in double quotes: line 1 column 260 (char 259),and Headline Number is:,38,,,,,,,,,,,,,,,,,
